image_path,slice_type,bandwidth,latency,reliability
network_dataset/images/eMBB_41.png,eMBB,high,medium,medium
network_dataset/images/eMBB_42.png,eMBB,high,medium,medium
network_dataset/images/eMBB_43.png,eMBB,high,medium,medium
network_dataset/images/eMBB_44.png,eMBB,high,medium,medium
network_dataset/images/eMBB_45.png,eMBB,high,medium,medium
network_dataset/images/eMBB_46.png,eMBB,high,medium,medium
network_dataset/images/eMBB_47.png,eMBB,high,medium,medium
network_dataset/images/eMBB_48.png,eMBB,high,medium,medium
network_dataset/images/eMBB_49.png,eMBB,high,medium,medium
network_dataset/images/eMBB_50.png,eMBB,high,medium,medium
network_dataset/images/eMBB_51.png,eMBB,high,medium,medium
network_dataset/images/eMBB_52.png,eMBB,high,medium,medium
network_dataset/images/eMBB_53.png,eMBB,high,medium,medium
network_dataset/images/eMBB_54.png,eMBB,high,medium,medium
network_dataset/images/eMBB_55.png,eMBB,high,medium,medium
network_dataset/images/eMBB_56.png,eMBB,high,medium,medium
network_dataset/images/eMBB_57.png,eMBB,high,medium,medium
network_dataset/images/eMBB_58.png,eMBB,high,medium,medium
network_dataset/images/eMBB_59.png,eMBB,high,medium,medium
network_dataset/images/eMBB_60.png,eMBB,high,medium,medium
network_dataset/images/eMBB_61.png,eMBB,high,medium,medium
network_dataset/images/eMBB_62.png,eMBB,high,medium,medium
network_dataset/images/eMBB_63.png,eMBB,high,medium,medium
network_dataset/images/eMBB_64.png,eMBB,high,medium,medium
network_dataset/images/eMBB_65.png,eMBB,high,medium,medium
network_dataset/images/eMBB_66.png,eMBB,high,medium,medium
network_dataset/images/eMBB_67.png,eMBB,high,medium,medium
network_dataset/images/eMBB_68.png,eMBB,high,medium,medium
network_dataset/images/eMBB_69.png,eMBB,high,medium,medium
network_dataset/images/eMBB_70.png,eMBB,high,medium,medium
network_dataset/images/eMBB_71.png,eMBB,high,medium,medium
network_dataset/images/eMBB_72.png,eMBB,high,medium,medium
network_dataset/images/eMBB_73.png,eMBB,high,medium,medium
network_dataset/images/eMBB_74.png,eMBB,high,medium,medium
network_dataset/images/eMBB_75.png,eMBB,high,medium,medium
network_dataset/images/eMBB_76.png,eMBB,high,medium,medium
network_dataset/images/eMBB_77.png,eMBB,high,medium,medium
network_dataset/images/eMBB_78.png,eMBB,high,medium,medium
network_dataset/images/eMBB_79.png,eMBB,high,medium,medium
network_dataset/images/eMBB_80.png,eMBB,high,medium,medium
network_dataset/images/eMBB_81.png,eMBB,high,medium,medium
network_dataset/images/eMBB_82.png,eMBB,high,medium,medium
network_dataset/images/eMBB_83.png,eMBB,high,medium,medium
network_dataset/images/eMBB_84.png,eMBB,high,medium,medium
network_dataset/images/eMBB_85.png,eMBB,high,medium,medium
network_dataset/images/eMBB_86.png,eMBB,high,medium,medium
network_dataset/images/eMBB_87.png,eMBB,high,medium,medium
network_dataset/images/eMBB_88.png,eMBB,high,medium,medium
network_dataset/images/eMBB_89.png,eMBB,high,medium,medium
network_dataset/images/eMBB_90.png,eMBB,high,medium,medium
network_dataset/images/eMBB_91.png,eMBB,high,medium,medium
network_dataset/images/eMBB_92.png,eMBB,high,medium,medium
network_dataset/images/eMBB_93.png,eMBB,high,medium,medium
network_dataset/images/eMBB_94.png,eMBB,high,medium,medium
network_dataset/images/eMBB_95.png,eMBB,high,medium,medium
network_dataset/images/eMBB_96.png,eMBB,high,medium,medium
network_dataset/images/eMBB_97.png,eMBB,high,medium,medium
network_dataset/images/eMBB_98.png,eMBB,high,medium,medium
network_dataset/images/eMBB_99.png,eMBB,high,medium,medium
network_dataset/images/eMBB_100.png,eMBB,high,medium,medium
network_dataset/images/eMBB_101.png,eMBB,high,medium,medium
network_dataset/images/eMBB_102.png,eMBB,high,medium,medium
network_dataset/images/eMBB_103.png,eMBB,high,medium,medium
network_dataset/images/eMBB_104.png,eMBB,high,medium,medium
network_dataset/images/eMBB_105.png,eMBB,high,medium,medium
network_dataset/images/eMBB_106.png,eMBB,high,medium,medium
network_dataset/images/eMBB_107.png,eMBB,high,medium,medium
network_dataset/images/eMBB_108.png,eMBB,high,medium,medium
network_dataset/images/eMBB_109.png,eMBB,high,medium,medium
network_dataset/images/eMBB_110.png,eMBB,high,medium,medium
network_dataset/images/eMBB_111.png,eMBB,high,medium,medium
network_dataset/images/eMBB_112.png,eMBB,high,medium,medium
network_dataset/images/eMBB_113.png,eMBB,high,medium,medium
network_dataset/images/eMBB_114.png,eMBB,high,medium,medium
network_dataset/images/eMBB_115.png,eMBB,high,medium,medium
network_dataset/images/eMBB_116.png,eMBB,high,medium,medium
network_dataset/images/eMBB_117.png,eMBB,high,medium,medium
network_dataset/images/eMBB_118.png,eMBB,high,medium,medium
network_dataset/images/eMBB_119.png,eMBB,high,medium,medium
network_dataset/images/eMBB_120.png,eMBB,high,medium,medium
network_dataset/images/eMBB_121.png,eMBB,high,medium,medium
network_dataset/images/eMBB_122.png,eMBB,high,medium,medium
network_dataset/images/eMBB_123.png,eMBB,high,medium,medium
network_dataset/images/eMBB_124.png,eMBB,high,medium,medium
network_dataset/images/eMBB_125.png,eMBB,high,medium,medium
network_dataset/images/eMBB_126.png,eMBB,high,medium,medium
network_dataset/images/eMBB_127.png,eMBB,high,medium,medium
network_dataset/images/eMBB_128.png,eMBB,high,medium,medium
network_dataset/images/eMBB_129.png,eMBB,high,medium,medium
network_dataset/images/eMBB_130.png,eMBB,high,medium,medium
network_dataset/images/eMBB_131.png,eMBB,high,medium,medium
network_dataset/images/eMBB_132.png,eMBB,high,medium,medium
network_dataset/images/eMBB_133.png,eMBB,high,medium,medium
network_dataset/images/eMBB_134.png,eMBB,high,medium,medium
network_dataset/images/eMBB_135.png,eMBB,high,medium,medium
network_dataset/images/eMBB_136.png,eMBB,high,medium,medium
network_dataset/images/eMBB_137.png,eMBB,high,medium,medium
network_dataset/images/eMBB_138.png,eMBB,high,medium,medium
network_dataset/images/eMBB_139.png,eMBB,high,medium,medium
network_dataset/images/eMBB_140.png,eMBB,high,medium,medium
network_dataset/images/eMBB_141.png,eMBB,high,medium,medium
network_dataset/images/eMBB_142.png,eMBB,high,medium,medium
network_dataset/images/eMBB_143.png,eMBB,high,medium,medium
network_dataset/images/eMBB_144.png,eMBB,high,medium,medium
network_dataset/images/eMBB_145.png,eMBB,high,medium,medium
network_dataset/images/eMBB_146.png,eMBB,high,medium,medium
network_dataset/images/eMBB_147.png,eMBB,high,medium,medium
network_dataset/images/eMBB_148.png,eMBB,high,medium,medium
network_dataset/images/eMBB_149.png,eMBB,high,medium,medium
network_dataset/images/eMBB_150.png,eMBB,high,medium,medium
network_dataset/images/eMBB_151.png,eMBB,high,medium,medium
network_dataset/images/eMBB_152.png,eMBB,high,medium,medium
network_dataset/images/eMBB_153.png,eMBB,high,medium,medium
network_dataset/images/eMBB_154.png,eMBB,high,medium,medium
network_dataset/images/eMBB_155.png,eMBB,high,medium,medium
network_dataset/images/eMBB_156.png,eMBB,high,medium,medium
network_dataset/images/eMBB_157.png,eMBB,high,medium,medium
network_dataset/images/eMBB_158.png,eMBB,high,medium,medium
network_dataset/images/eMBB_159.png,eMBB,high,medium,medium
network_dataset/images/eMBB_160.png,eMBB,high,medium,medium
network_dataset/images/eMBB_161.png,eMBB,high,medium,medium
network_dataset/images/eMBB_162.png,eMBB,high,medium,medium
network_dataset/images/eMBB_163.png,eMBB,high,medium,medium
network_dataset/images/eMBB_164.png,eMBB,high,medium,medium
network_dataset/images/eMBB_165.png,eMBB,high,medium,medium
network_dataset/images/eMBB_166.png,eMBB,high,medium,medium
network_dataset/images/eMBB_167.png,eMBB,high,medium,medium
network_dataset/images/eMBB_168.png,eMBB,high,medium,medium
network_dataset/images/eMBB_169.png,eMBB,high,medium,medium
network_dataset/images/eMBB_170.png,eMBB,high,medium,medium
network_dataset/images/eMBB_171.png,eMBB,high,medium,medium
network_dataset/images/eMBB_172.png,eMBB,high,medium,medium
network_dataset/images/eMBB_173.png,eMBB,high,medium,medium
network_dataset/images/eMBB_174.png,eMBB,high,medium,medium
network_dataset/images/eMBB_175.png,eMBB,high,medium,medium
network_dataset/images/eMBB_176.png,eMBB,high,medium,medium
network_dataset/images/eMBB_177.png,eMBB,high,medium,medium
network_dataset/images/eMBB_178.png,eMBB,high,medium,medium
network_dataset/images/eMBB_179.png,eMBB,high,medium,medium
network_dataset/images/eMBB_180.png,eMBB,high,medium,medium
network_dataset/images/eMBB_181.png,eMBB,high,medium,medium
network_dataset/images/eMBB_182.png,eMBB,high,medium,medium
network_dataset/images/eMBB_183.png,eMBB,high,medium,medium
network_dataset/images/eMBB_184.png,eMBB,high,medium,medium
network_dataset/images/eMBB_185.png,eMBB,high,medium,medium
network_dataset/images/eMBB_186.png,eMBB,high,medium,medium
network_dataset/images/eMBB_187.png,eMBB,high,medium,medium
network_dataset/images/eMBB_188.png,eMBB,high,medium,medium
network_dataset/images/eMBB_189.png,eMBB,high,medium,medium
network_dataset/images/eMBB_190.png,eMBB,high,medium,medium
network_dataset/images/eMBB_191.png,eMBB,high,medium,medium
network_dataset/images/eMBB_192.png,eMBB,high,medium,medium
network_dataset/images/eMBB_193.png,eMBB,high,medium,medium
network_dataset/images/eMBB_194.png,eMBB,high,medium,medium
network_dataset/images/eMBB_195.png,eMBB,high,medium,medium
network_dataset/images/eMBB_196.png,eMBB,high,medium,medium
network_dataset/images/eMBB_197.png,eMBB,high,medium,medium
network_dataset/images/eMBB_198.png,eMBB,high,medium,medium
network_dataset/images/eMBB_199.png,eMBB,high,medium,medium
network_dataset/images/eMBB_200.png,eMBB,high,medium,medium
network_dataset/images/eMBB_201.png,eMBB,high,medium,medium
network_dataset/images/eMBB_202.png,eMBB,high,medium,medium
network_dataset/images/eMBB_203.png,eMBB,high,medium,medium
network_dataset/images/eMBB_204.png,eMBB,high,medium,medium
network_dataset/images/eMBB_205.png,eMBB,high,medium,medium
network_dataset/images/eMBB_206.png,eMBB,high,medium,medium
network_dataset/images/eMBB_207.png,eMBB,high,medium,medium
network_dataset/images/eMBB_208.png,eMBB,high,medium,medium
network_dataset/images/eMBB_209.png,eMBB,high,medium,medium
network_dataset/images/eMBB_210.png,eMBB,high,medium,medium
network_dataset/images/eMBB_211.png,eMBB,high,medium,medium
network_dataset/images/eMBB_212.png,eMBB,high,medium,medium
network_dataset/images/eMBB_213.png,eMBB,high,medium,medium
network_dataset/images/eMBB_214.png,eMBB,high,medium,medium
network_dataset/images/eMBB_215.png,eMBB,high,medium,medium
network_dataset/images/eMBB_216.png,eMBB,high,medium,medium
network_dataset/images/eMBB_217.png,eMBB,high,medium,medium
network_dataset/images/eMBB_218.png,eMBB,high,medium,medium
network_dataset/images/eMBB_219.png,eMBB,high,medium,medium
network_dataset/images/eMBB_220.png,eMBB,high,medium,medium
network_dataset/images/eMBB_221.png,eMBB,high,medium,medium
network_dataset/images/eMBB_222.png,eMBB,high,medium,medium
network_dataset/images/eMBB_223.png,eMBB,high,medium,medium
network_dataset/images/eMBB_224.png,eMBB,high,medium,medium
network_dataset/images/eMBB_225.png,eMBB,high,medium,medium
network_dataset/images/eMBB_226.png,eMBB,high,medium,medium
network_dataset/images/eMBB_227.png,eMBB,high,medium,medium
network_dataset/images/eMBB_228.png,eMBB,high,medium,medium
network_dataset/images/eMBB_229.png,eMBB,high,medium,medium
network_dataset/images/eMBB_230.png,eMBB,high,medium,medium
network_dataset/images/eMBB_231.png,eMBB,high,medium,medium
network_dataset/images/eMBB_232.png,eMBB,high,medium,medium
network_dataset/images/eMBB_233.png,eMBB,high,medium,medium
network_dataset/images/eMBB_234.png,eMBB,high,medium,medium
network_dataset/images/eMBB_235.png,eMBB,high,medium,medium
network_dataset/images/eMBB_236.png,eMBB,high,medium,medium
network_dataset/images/eMBB_237.png,eMBB,high,medium,medium
network_dataset/images/eMBB_238.png,eMBB,high,medium,medium
network_dataset/images/eMBB_239.png,eMBB,high,medium,medium
network_dataset/images/eMBB_240.png,eMBB,high,medium,medium
network_dataset/images/eMBB_241.png,eMBB,high,medium,medium
network_dataset/images/eMBB_242.png,eMBB,high,medium,medium
network_dataset/images/eMBB_243.png,eMBB,high,medium,medium
network_dataset/images/eMBB_244.png,eMBB,high,medium,medium
network_dataset/images/eMBB_245.png,eMBB,high,medium,medium
network_dataset/images/eMBB_246.png,eMBB,high,medium,medium
network_dataset/images/eMBB_247.png,eMBB,high,medium,medium
network_dataset/images/eMBB_248.png,eMBB,high,medium,medium
network_dataset/images/eMBB_249.png,eMBB,high,medium,medium
network_dataset/images/eMBB_250.png,eMBB,high,medium,medium
network_dataset/images/eMBB_251.png,eMBB,high,medium,medium
network_dataset/images/eMBB_252.png,eMBB,high,medium,medium
network_dataset/images/eMBB_253.png,eMBB,high,medium,medium
network_dataset/images/eMBB_254.png,eMBB,high,medium,medium
network_dataset/images/eMBB_255.png,eMBB,high,medium,medium
network_dataset/images/eMBB_256.png,eMBB,high,medium,medium
network_dataset/images/eMBB_257.png,eMBB,high,medium,medium
network_dataset/images/eMBB_258.png,eMBB,high,medium,medium
network_dataset/images/eMBB_259.png,eMBB,high,medium,medium
network_dataset/images/eMBB_260.png,eMBB,high,medium,medium
network_dataset/images/eMBB_261.png,eMBB,high,medium,medium
network_dataset/images/eMBB_262.png,eMBB,high,medium,medium
network_dataset/images/eMBB_263.png,eMBB,high,medium,medium
network_dataset/images/eMBB_264.png,eMBB,high,medium,medium
network_dataset/images/eMBB_265.png,eMBB,high,medium,medium
network_dataset/images/eMBB_266.png,eMBB,high,medium,medium
network_dataset/images/eMBB_267.png,eMBB,high,medium,medium
network_dataset/images/eMBB_268.png,eMBB,high,medium,medium
network_dataset/images/eMBB_269.png,eMBB,high,medium,medium
network_dataset/images/eMBB_270.png,eMBB,high,medium,medium
network_dataset/images/eMBB_271.png,eMBB,high,medium,medium
network_dataset/images/eMBB_272.png,eMBB,high,medium,medium
network_dataset/images/eMBB_273.png,eMBB,high,medium,medium
network_dataset/images/eMBB_274.png,eMBB,high,medium,medium
network_dataset/images/eMBB_275.png,eMBB,high,medium,medium
network_dataset/images/eMBB_276.png,eMBB,high,medium,medium
network_dataset/images/eMBB_277.png,eMBB,high,medium,medium
network_dataset/images/eMBB_278.png,eMBB,high,medium,medium
network_dataset/images/eMBB_279.png,eMBB,high,medium,medium
network_dataset/images/eMBB_280.png,eMBB,high,medium,medium
network_dataset/images/eMBB_281.png,eMBB,high,medium,medium
network_dataset/images/eMBB_282.png,eMBB,high,medium,medium
network_dataset/images/eMBB_283.png,eMBB,high,medium,medium
network_dataset/images/eMBB_284.png,eMBB,high,medium,medium
network_dataset/images/eMBB_285.png,eMBB,high,medium,medium
network_dataset/images/eMBB_286.png,eMBB,high,medium,medium
network_dataset/images/eMBB_287.png,eMBB,high,medium,medium
network_dataset/images/eMBB_288.png,eMBB,high,medium,medium
network_dataset/images/eMBB_289.png,eMBB,high,medium,medium
network_dataset/images/eMBB_290.png,eMBB,high,medium,medium
network_dataset/images/eMBB_291.png,eMBB,high,medium,medium
network_dataset/images/eMBB_292.png,eMBB,high,medium,medium
network_dataset/images/eMBB_293.png,eMBB,high,medium,medium
network_dataset/images/eMBB_294.png,eMBB,high,medium,medium
network_dataset/images/eMBB_295.png,eMBB,high,medium,medium
network_dataset/images/eMBB_296.png,eMBB,high,medium,medium
network_dataset/images/eMBB_297.png,eMBB,high,medium,medium
network_dataset/images/eMBB_298.png,eMBB,high,medium,medium
network_dataset/images/eMBB_299.png,eMBB,high,medium,medium
network_dataset/images/eMBB_300.png,eMBB,high,medium,medium
network_dataset/images/eMBB_301.png,eMBB,high,medium,medium
network_dataset/images/eMBB_302.png,eMBB,high,medium,medium
network_dataset/images/eMBB_303.png,eMBB,high,medium,medium
network_dataset/images/eMBB_304.png,eMBB,high,medium,medium
network_dataset/images/eMBB_305.png,eMBB,high,medium,medium
network_dataset/images/eMBB_306.png,eMBB,high,medium,medium
network_dataset/images/eMBB_307.png,eMBB,high,medium,medium
network_dataset/images/eMBB_308.png,eMBB,high,medium,medium
network_dataset/images/eMBB_309.png,eMBB,high,medium,medium
network_dataset/images/eMBB_310.png,eMBB,high,medium,medium
network_dataset/images/eMBB_311.png,eMBB,high,medium,medium
network_dataset/images/eMBB_312.png,eMBB,high,medium,medium
network_dataset/images/eMBB_313.png,eMBB,high,medium,medium
network_dataset/images/eMBB_314.png,eMBB,high,medium,medium
network_dataset/images/eMBB_315.png,eMBB,high,medium,medium
network_dataset/images/eMBB_316.png,eMBB,high,medium,medium
network_dataset/images/eMBB_317.png,eMBB,high,medium,medium
network_dataset/images/eMBB_318.png,eMBB,high,medium,medium
network_dataset/images/eMBB_319.png,eMBB,high,medium,medium
network_dataset/images/eMBB_320.png,eMBB,high,medium,medium
network_dataset/images/eMBB_321.png,eMBB,high,medium,medium
network_dataset/images/eMBB_322.png,eMBB,high,medium,medium
network_dataset/images/eMBB_323.png,eMBB,high,medium,medium
network_dataset/images/eMBB_324.png,eMBB,high,medium,medium
network_dataset/images/eMBB_325.png,eMBB,high,medium,medium
network_dataset/images/eMBB_326.png,eMBB,high,medium,medium
network_dataset/images/eMBB_327.png,eMBB,high,medium,medium
network_dataset/images/eMBB_328.png,eMBB,high,medium,medium
network_dataset/images/eMBB_329.png,eMBB,high,medium,medium
network_dataset/images/eMBB_330.png,eMBB,high,medium,medium
network_dataset/images/eMBB_331.png,eMBB,high,medium,medium
network_dataset/images/eMBB_332.png,eMBB,high,medium,medium
network_dataset/images/eMBB_333.png,eMBB,high,medium,medium
network_dataset/images/eMBB_334.png,eMBB,high,medium,medium
network_dataset/images/eMBB_335.png,eMBB,high,medium,medium
network_dataset/images/eMBB_336.png,eMBB,high,medium,medium
network_dataset/images/eMBB_337.png,eMBB,high,medium,medium
network_dataset/images/eMBB_338.png,eMBB,high,medium,medium
network_dataset/images/eMBB_339.png,eMBB,high,medium,medium
network_dataset/images/eMBB_340.png,eMBB,high,medium,medium
network_dataset/images/eMBB_341.png,eMBB,high,medium,medium
network_dataset/images/eMBB_342.png,eMBB,high,medium,medium
network_dataset/images/eMBB_343.png,eMBB,high,medium,medium
network_dataset/images/eMBB_344.png,eMBB,high,medium,medium
network_dataset/images/eMBB_345.png,eMBB,high,medium,medium
network_dataset/images/eMBB_346.png,eMBB,high,medium,medium
network_dataset/images/eMBB_347.png,eMBB,high,medium,medium
network_dataset/images/eMBB_348.png,eMBB,high,medium,medium
network_dataset/images/eMBB_349.png,eMBB,high,medium,medium
network_dataset/images/eMBB_350.png,eMBB,high,medium,medium
network_dataset/images/eMBB_351.png,eMBB,high,medium,medium
network_dataset/images/eMBB_352.png,eMBB,high,medium,medium
network_dataset/images/eMBB_353.png,eMBB,high,medium,medium
network_dataset/images/eMBB_354.png,eMBB,high,medium,medium
network_dataset/images/eMBB_355.png,eMBB,high,medium,medium
network_dataset/images/eMBB_356.png,eMBB,high,medium,medium
network_dataset/images/eMBB_357.png,eMBB,high,medium,medium
network_dataset/images/eMBB_358.png,eMBB,high,medium,medium
network_dataset/images/eMBB_359.png,eMBB,high,medium,medium
network_dataset/images/eMBB_360.png,eMBB,high,medium,medium
network_dataset/images/eMBB_361.png,eMBB,high,medium,medium
network_dataset/images/eMBB_362.png,eMBB,high,medium,medium
network_dataset/images/eMBB_363.png,eMBB,high,medium,medium
network_dataset/images/eMBB_364.png,eMBB,high,medium,medium
network_dataset/images/eMBB_365.png,eMBB,high,medium,medium
network_dataset/images/eMBB_366.png,eMBB,high,medium,medium
network_dataset/images/eMBB_367.png,eMBB,high,medium,medium
network_dataset/images/eMBB_368.png,eMBB,high,medium,medium
network_dataset/images/eMBB_369.png,eMBB,high,medium,medium
network_dataset/images/eMBB_370.png,eMBB,high,medium,medium
network_dataset/images/eMBB_371.png,eMBB,high,medium,medium
network_dataset/images/eMBB_372.png,eMBB,high,medium,medium
network_dataset/images/eMBB_373.png,eMBB,high,medium,medium
network_dataset/images/eMBB_374.png,eMBB,high,medium,medium
network_dataset/images/eMBB_375.png,eMBB,high,medium,medium
network_dataset/images/eMBB_376.png,eMBB,high,medium,medium
network_dataset/images/eMBB_377.png,eMBB,high,medium,medium
network_dataset/images/eMBB_378.png,eMBB,high,medium,medium
network_dataset/images/eMBB_379.png,eMBB,high,medium,medium
network_dataset/images/eMBB_380.png,eMBB,high,medium,medium
network_dataset/images/eMBB_381.png,eMBB,high,medium,medium
network_dataset/images/eMBB_382.png,eMBB,high,medium,medium
network_dataset/images/eMBB_383.png,eMBB,high,medium,medium
network_dataset/images/eMBB_384.png,eMBB,high,medium,medium
network_dataset/images/eMBB_385.png,eMBB,high,medium,medium
network_dataset/images/eMBB_386.png,eMBB,high,medium,medium
network_dataset/images/eMBB_387.png,eMBB,high,medium,medium
network_dataset/images/eMBB_388.png,eMBB,high,medium,medium
network_dataset/images/eMBB_389.png,eMBB,high,medium,medium
network_dataset/images/eMBB_390.png,eMBB,high,medium,medium
network_dataset/images/eMBB_391.png,eMBB,high,medium,medium
network_dataset/images/eMBB_392.png,eMBB,high,medium,medium
network_dataset/images/eMBB_393.png,eMBB,high,medium,medium
network_dataset/images/eMBB_394.png,eMBB,high,medium,medium
network_dataset/images/eMBB_395.png,eMBB,high,medium,medium
network_dataset/images/eMBB_396.png,eMBB,high,medium,medium
network_dataset/images/eMBB_397.png,eMBB,high,medium,medium
network_dataset/images/eMBB_398.png,eMBB,high,medium,medium
network_dataset/images/eMBB_399.png,eMBB,high,medium,medium
network_dataset/images/eMBB_400.png,eMBB,high,medium,medium
network_dataset/images/eMBB_401.png,eMBB,high,medium,medium
network_dataset/images/eMBB_402.png,eMBB,high,medium,medium
network_dataset/images/eMBB_403.png,eMBB,high,medium,medium
network_dataset/images/eMBB_404.png,eMBB,high,medium,medium
network_dataset/images/eMBB_405.png,eMBB,high,medium,medium
network_dataset/images/eMBB_406.png,eMBB,high,medium,medium
network_dataset/images/eMBB_407.png,eMBB,high,medium,medium
network_dataset/images/eMBB_408.png,eMBB,high,medium,medium
network_dataset/images/eMBB_409.png,eMBB,high,medium,medium
network_dataset/images/eMBB_410.png,eMBB,high,medium,medium
network_dataset/images/eMBB_411.png,eMBB,high,medium,medium
network_dataset/images/eMBB_412.png,eMBB,high,medium,medium
network_dataset/images/eMBB_413.png,eMBB,high,medium,medium
network_dataset/images/eMBB_414.png,eMBB,high,medium,medium
network_dataset/images/eMBB_415.png,eMBB,high,medium,medium
network_dataset/images/eMBB_416.png,eMBB,high,medium,medium
network_dataset/images/eMBB_417.png,eMBB,high,medium,medium
network_dataset/images/eMBB_418.png,eMBB,high,medium,medium
network_dataset/images/eMBB_419.png,eMBB,high,medium,medium
network_dataset/images/eMBB_420.png,eMBB,high,medium,medium
network_dataset/images/eMBB_421.png,eMBB,high,medium,medium
network_dataset/images/eMBB_422.png,eMBB,high,medium,medium
network_dataset/images/eMBB_423.png,eMBB,high,medium,medium
network_dataset/images/eMBB_424.png,eMBB,high,medium,medium
network_dataset/images/eMBB_425.png,eMBB,high,medium,medium
network_dataset/images/eMBB_426.png,eMBB,high,medium,medium
network_dataset/images/eMBB_427.png,eMBB,high,medium,medium
network_dataset/images/eMBB_428.png,eMBB,high,medium,medium
network_dataset/images/eMBB_429.png,eMBB,high,medium,medium
network_dataset/images/eMBB_430.png,eMBB,high,medium,medium
network_dataset/images/eMBB_431.png,eMBB,high,medium,medium
network_dataset/images/eMBB_432.png,eMBB,high,medium,medium
network_dataset/images/eMBB_433.png,eMBB,high,medium,medium
network_dataset/images/eMBB_434.png,eMBB,high,medium,medium
network_dataset/images/eMBB_435.png,eMBB,high,medium,medium
network_dataset/images/eMBB_436.png,eMBB,high,medium,medium
network_dataset/images/eMBB_437.png,eMBB,high,medium,medium
network_dataset/images/eMBB_438.png,eMBB,high,medium,medium
network_dataset/images/eMBB_439.png,eMBB,high,medium,medium
network_dataset/images/eMBB_440.png,eMBB,high,medium,medium
network_dataset/images/eMBB_441.png,eMBB,high,medium,medium
network_dataset/images/eMBB_442.png,eMBB,high,medium,medium
network_dataset/images/eMBB_443.png,eMBB,high,medium,medium
network_dataset/images/eMBB_444.png,eMBB,high,medium,medium
network_dataset/images/eMBB_445.png,eMBB,high,medium,medium
network_dataset/images/eMBB_446.png,eMBB,high,medium,medium
network_dataset/images/eMBB_447.png,eMBB,high,medium,medium
network_dataset/images/eMBB_448.png,eMBB,high,medium,medium
network_dataset/images/eMBB_449.png,eMBB,high,medium,medium
network_dataset/images/eMBB_450.png,eMBB,high,medium,medium
network_dataset/images/eMBB_451.png,eMBB,high,medium,medium
network_dataset/images/eMBB_452.png,eMBB,high,medium,medium
network_dataset/images/eMBB_453.png,eMBB,high,medium,medium
network_dataset/images/eMBB_454.png,eMBB,high,medium,medium
network_dataset/images/eMBB_455.png,eMBB,high,medium,medium
network_dataset/images/eMBB_456.png,eMBB,high,medium,medium
network_dataset/images/eMBB_457.png,eMBB,high,medium,medium
network_dataset/images/eMBB_458.png,eMBB,high,medium,medium
network_dataset/images/eMBB_459.png,eMBB,high,medium,medium
network_dataset/images/eMBB_460.png,eMBB,high,medium,medium
network_dataset/images/eMBB_461.png,eMBB,high,medium,medium
network_dataset/images/eMBB_462.png,eMBB,high,medium,medium
network_dataset/images/eMBB_463.png,eMBB,high,medium,medium
network_dataset/images/eMBB_464.png,eMBB,high,medium,medium
